0,1,0,0,0,0,0,0,0,0,0,1,288.28,0.0,0.0,40,5545
0,1,0,0,0,0,0,0,0,0,0,1,289.36,0.0,0.0,75,4516
0,1,0,0,0,0,0,0,0,0,0,1,289.58,0.0,0.0,90,4767
0,1,0,0,0,0,0,0,0,0,0,1,290.13,0.0,0.0,90,5026
0,1,0,0,0,0,0,0,0,0,0,1,291.14,0.0,0.0,75,4918
1,0,0,0,0,0,0,0,0,0,0,1,291.72,0.0,0.0,1,5181
1,0,0,0,0,0,0,0,0,0,0,1,293.17,0.0,0.0,1,5584
1,0,0,0,0,0,0,0,0,0,0,1,293.86,0.0,0.0,1,6015
0,1,0,0,0,0,0,0,0,0,0,1,294.14,0.0,0.0,20,5791
0,1,0,0,0,0,0,0,0,0,0,1,293.1,0.0,0.0,20,4770
0,1,0,0,0,0,0,0,0,0,0,1,290.97,0.0,0.0,20,3539
1,0,0,0,0,0,0,0,0,0,0,1,289.38,0.0,0.0,1,2784
1,0,0,0,0,0,0,0,0,0,0,1,288.61,0.0,0.0,1,2361
1,0,0,0,0,0,0,0,0,0,0,1,287.16,0.0,0.0,1,1529
1,0,0,0,0,0,0,0,0,0,0,1,285.45,0.0,0.0,1,963
1,0,0,0,0,0,0,0,0,0,0,1,284.63,0.0,0.0,1,506
1,0,0,0,0,0,0,0,0,0,0,1,283.47,0.0,0.0,1,321
1,0,0,0,0,0,0,0,0,0,0,1,281.18,0.0,0.0,1,273
1,0,0,0,0,0,0,0,0,0,0,1,281.09,0.0,0.0,1,367
1,0,0,0,0,0,0,0,0,0,0,1,279.53,0.0,0.0,1,814
1,0,0,0,0,0,0,0,0,0,0,1,278.62,0.0,0.0,1,2718
1,0,0,0,0,0,0,0,0,0,0,1,278.23,0.0,0.0,1,5673
1,0,0,0,0,0,0,0,0,0,0,1,278.12,0.0,0.0,1,6511
1,0,0,0,0,0,0,0,0,0,0,1,282.48,0.0,0.0,1,5471
1,0,0,0,0,0,0,0,0,0,0,1,291.97,0.0,0.0,1,5097
1,0,0,0,0,0,0,0,0,0,0,1,293.23,0.0,0.0,1,4887
1,0,0,0,0,0,0,0,0,0,0,1,294.31,0.0,0.0,1,5337
1,0,0,0,0,0,0,0,0,0,0,1,295.17,0.0,0.0,1,5692
1,0,0,0,0,0,0,0,0,0,0,1,295.13,0.0,0.0,1,6137
0,1,0,0,0,0,0,0,0,0,0,1,293.66,0.0,0.0,20,4623
0,1,0,0,0,0,0,0,0,0,0,1,290.65,0.0,0.0,20,3591
0,1,0,0,0,0,0,0,0,0,0,1,288.19,0.0,0.0,20,2898
1,0,0,0,0,0,0,0,0,0,0,1,287.1,0.0,0.0,1,2637
1,0,0,0,0,0,0,0,0,0,0,1,286.25,0.0,0.0,1,1777
1,0,0,0,0,0,0,0,0,0,0,1,285.26,0.0,0.0,1,1015
1,0,0,0,0,0,0,0,0,0,0,1,284.55,0.0,0.0,1,598
1,0,0,0,0,0,0,0,0,0,0,1,283.47,0.0,0.0,1,369
1,0,0,0,0,0,0,0,0,0,0,1,283.17,0.0,0.0,1,312
1,0,0,0,0,0,0,0,0,0,0,1,282.04,0.0,0.0,1,367
1,0,0,0,0,0,0,0,0,0,0,1,281.69,0.0,0.0,1,835
1,0,0,0,0,0,0,0,0,0,0,1,281.32,0.0,0.0,1,2726
1,0,0,0,0,0,0,0,0,0,0,1,280.74,0.0,0.0,1,5689
1,0,0,0,0,0,0,0,0,0,0,1,280.57,0.0,0.0,1,6990
1,0,0,0,0,0,0,0,0,0,0,1,281.86,0.0,0.0,1,5985
1,0,0,0,0,0,0,0,0,0,0,1,284.98,0.0,0.0,1,5309
1,0,0,0,0,0,0,0,0,0,0,1,289.18,0.0,0.0,1,4603
1,0,0,0,0,0,0,0,0,0,0,1,291.55,0.0,0.0,1,4884
1,0,0,0,0,0,0,0,0,0,0,1,294.97,0.0,0.0,1,5104
1,0,0,0,0,0,0,0,0,0,0,1,296.38,0.0,0.0,1,5178
1,0,0,0,0,0,0,0,0,0,0,1,297.32,0.0,0.0,1,5501
1,0,0,0,0,0,0,0,0,0,0,1,298.17,0.0,0.0,1,5713
0,1,0,0,0,0,0,0,0,0,0,1,298.06,0.0,0.0,20,6292
0,1,0,0,0,0,0,0,0,0,0,1,297.67,0.0,0.0,20,6057
0,1,0,0,0,0,0,0,0,0,0,1,296.36,0.0,0.0,40,4907
0,1,0,0,0,0,0,0,0,0,0,1,293.85,0.0,0.0,40,3503
0,1,0,0,0,0,0,0,0,0,0,1,292.43,0.0,0.0,40,3037
0,1,0,0,0,0,0,0,0,0,0,1,291.77,0.0,0.0,75,2822
0,1,0,0,0,0,0,0,0,0,0,1,291.36,0.0,0.0,75,1992
0,1,0,0,0,0,0,0,0,0,0,1,291.12,0.0,0.0,75,1166
0,1,0,0,0,0,0,0,0,0,0,1,290.63,0.0,0.0,75,627
0,1,0,0,0,0,0,0,0,0,0,1,290.46,0.0,0.0,40,388
1,0,0,0,0,0,0,0,0,0,0,1,289.26,0.0,0.0,0,368
0,1,0,0,0,0,0,0,0,0,0,1,283.21,0.0,0.0,75,2489
0,1,0,0,0,0,0,0,0,0,0,1,282.24,0.0,0.0,90,5537
0,1,0,0,0,0,0,0,0,0,0,1,281.69,0.0,0.0,90,6628
0,1,0,0,0,0,0,0,0,0,0,1,280.57,0.0,0.0,90,5534
0,1,0,0,0,0,0,0,0,0,0,1,280.02,0.0,0.0,75,5403
0,1,0,0,0,0,0,0,0,0,0,1,280.11,0.0,0.0,75,4770
0,1,0,0,0,0,0,0,0,0,0,1,280.0,0.0,0.0,90,5217
0,1,0,0,0,0,0,0,0,0,0,1,280.53,0.0,0.0,90,5870
0,1,0,0,0,0,0,0,0,0,0,1,281.43,0.0,0.0,75,5967
0,1,0,0,0,0,0,0,0,0,0,1,281.78,0.0,0.0,90,6108
0,1,0,0,0,0,0,0,0,0,0,1,281.91,0.0,0.0,90,6128
0,1,0,0,0,0,0,0,0,0,0,1,281.73,0.0,0.0,90,6069
0,1,0,0,0,0,0,0,0,0,0,1,281.42,0.0,0.0,90,6169
0,1,0,0,0,0,0,0,0,0,0,1,280.87,0.0,0.0,90,5384
0,1,0,0,0,0,0,0,0,0,0,1,280.15,0.0,0.0,90,4063
0,1,0,0,0,0,0,0,0,0,0,1,279.78,0.0,0.0,90,3364
0,1,0,0,0,0,0,0,0,0,0,1,279.65,0.0,0.0,75,2971
0,1,0,0,0,0,0,0,0,0,0,1,279.22,0.0,0.0,40,2450
