30.5,21.9,50.97660828,92.95772552,30.96603932,24.0263368,5.053231239,53.98129781,0.321603183,0.550258298,0.166400864,0.086232026,0,0,0,0,37.6046,127.032,44.7624,0.5141,5191.268555,32
28.5,25,66.81438446,98.06304169,26.76814997,21.37283146,11.55669832,78.6134208,0.886278901,0.491567292,0.079765144,0.31869856,4.476977999,0.01121552,0,0.006714055,37.4562,126.955,208.507,5.1782,5719.606934,25.3
27,22.6,77.96744537,99.28978729,23.76191266,20.03465826,4.685262442,50.48032963,0.675252527,0.645216355,0.459327881,0.502534485,0.603698596,0,0.004370225,0,37.645,127.022,45.716,2.5348,5056.626465,24
30.3,22.1,35.54669571,72.71865845,31.29304564,21.5474159,9.944124579,70.25703764,0.005735897,0.078530108,0.248277704,0.502410052,0,0,0,0,37.5372,127.085,28.7,0.6233,5219.050781,31.5
31.3,23.9,44.51558685,88.75126648,31.9956704,24.06444663,5.818587204,30.15719426,0.346200561,0.543382256,0.145784381,0.11794965,0,0.001509293,0,0,37.5776,127.083,59.8324,2.6865,5170.464355,32.9
29.9,24.8,48.37760162,85.77185822,32.72408277,25.22533292,6.72225139,16.59992834,0.095585244,0.160277255,0.127869636,0.203173463,0.001888555,0,0,0,37.5776,127.058,33.3068,0.2661,5661.220703,32.8
32.4,23.3,31.03890991,80.54009247,28.24725613,20.78145001,6.015960405,68.75889856,0,0.008236914,0.05869554,0.046974121,0,0,0,0,37.4697,126.91,52.518,1.5629,4634.48291,30.1
24.7,19.5,53.48239899,81.71703339,28.63180019,21.54147099,7.033522228,43.99977207,0.484009513,0.40761767,0.35374538,0.078134582,0,0,0,0,37.6046,127.032,44.7624,0.5141,5810.09082,30.7
24.3,22.8,90.9039917,96.09700012,25.56606383,22.83111806,6.647811433,30.40478351,0.890941203,0.860898112,0.846689539,0.889017849,9.710752169,10.15765045,0.533203577,0.003938069,37.4697,126.995,82.2912,2.2579,5753.311035,25.6
35.9,27.8,55.00482559,82.0507431,33.93318256,28.73976454,5.746047427,97.98972329,0.398945076,0.461292182,0.235530264,0.236310499,0,0,3.633710116,1.936591307,37.5102,127.042,54.6384,0.1457,5302.327637,33.8
32.9,23.6,53.11322403,76.96775818,34.17476826,27.77263386,5.987795909,23.4959718,0.269752279,0.23390951,0.311032742,0.324042241,0,0,0,0.114550091,37.4967,126.927,30.968,0.618,5389.664551,33.2
32,25,85.39437866,95.80649567,28.54405912,25.37261014,6.883090297,56.28452937,0.42665441,0.850387171,0.591518982,0.375436141,0,2.168745528,0.051476446,0.040168699,37.5507,127.135,35.038,0.5055,5483.246094,29.2
26.8,23.5,71.15139008,96.99121857,28.16387622,23.65219039,5.610974491,74.43955143,0.84955434,0.652770671,0.184772626,0.053848489,0.122315943,0.697329509,0,0,37.5507,127.135,35.038,0.5055,5546.319336,30.1
30.8,26.5,51.0997467,91.00849915,32.43462243,25.10095743,8.938055654,125.2845432,0.618142866,0.274511872,0.001443026,0,10.32296984,0.0007808,0,0,37.4697,126.995,82.2912,2.2579,5154.463867,29.3
30.1,22.2,34.93070602,89.79605103,31.54422502,22.03250036,7.528236022,77.25677009,0.065645804,0.078030578,0.001345586,0,0,0,0,0,37.4562,126.955,208.507,5.1782,5084.998535,32.9
32.9,24.2,43.37594604,81.55608368,30.96002476,25.54946324,6.554245532,55.55015389,0.085712944,0.10577859,0.008788506,0.032319244,0,0,0.015996975,0,37.5237,126.909,17.2956,0.2223,5078.900391,31.3
34.7,22.8,45.00754547,95.47325897,35.66563615,26.49810444,5.668411588,126.5754135,0.069240004,0.032113027,0.083452974,0.025994259,0,0,0,0,37.6181,127.099,53.4712,0.697,5070.208496,35.4
29.2,26.2,56.60371017,92.44123077,29.94803581,24.79477,7.385683457,27.30580568,0.622017227,0.56729271,0.047643324,0.025936079,1.233250072,0.288782229,0,0,37.4967,126.927,30.968,0.618,5482.193848,30.7
30.6,24,59.38178635,89.30680847,31.26702351,24.76601449,5.872956395,49.84850303,0.18527568,0.169550455,0.050086151,0.064242003,0,0,0,0,37.5237,126.909,17.2956,0.2223,5662.612793,34.5
28.6,21.4,39.1929512,85.8828125,30.78433963,21.46669817,4.889897764,89.77801236,0.209181384,0.027011702,0.004600875,0.097379435,0,0,0,0,37.4697,126.995,82.2912,2.2579,4717.58252,31.7
26.9,23.8,67.88553619,97.85933685,29.29460238,24.58135292,8.110490719,113.2365675,0.571895671,0.221906826,0.075841228,0.082651846,5.107676685,0,0.003007945,0,37.5776,126.838,12.37,0.0985,5474.554199,29.8
27.8,21.5,36.4992981,94.2101593,32.16236025,21.68884459,9.816249947,86.75013955,0.082646015,0.018877371,0.160405159,0.002703373,0.003910222,0,0,0,37.6046,127.032,44.7624,0.5141,5247.996582,30.6
24.6,18.6,54.04823685,98.93711853,23.88931753,18.7548915,12.04067141,102.5825418,0.506996205,0.16882678,0.019809384,0.140599416,0.249823022,0.053781296,0,0,37.6046,126.991,212.335,2.785,5992.895996,25.5
29.5,24.6,74.80336761,97.87986755,30.23152056,25.21047668,9.355719109,83.84867342,0.370915369,0.622522107,0.546735561,0.114756825,0,3.46E-05,0.012625741,0,37.645,127.022,45.716,2.5348,5365.759277,31.8
29.7,24.3,47.16960907,86.57155609,32.35380736,25.6194838,5.127855678,53.85387484,0.469588632,0.308707087,0.335740082,0.352266578,0.001242911,0,0.011368976,0.244818836,37.5372,127.085,28.7,0.6233,5629.513672,32.8
32.2,22,42.924366,70.1781311,32.88543718,25.37190693,6.446061144,18.23964127,0.013035008,0.007542846,0.092970643,0.297898269,0,0,0,0,37.4967,126.927,30.968,0.618,5788.166992,33.3
33,26.2,77.68050385,99.21735382,30.7037519,25.22523479,4.990536213,88.21165032,0.610488244,0.503244693,0.15793238,0.123108255,1.640357993,0.97773249,0.956245025,0,37.645,127.022,45.716,2.5348,5414.195313,33.7
27,21.2,75.52869415,89.55652618,27.3181784,24.39940852,11.13519543,30.4079988,0.656782774,0.792323348,0.693925769,0.56976672,0.013734388,0.251260677,0.000262377,0.013751167,37.5507,126.988,132.118,0.5931,5873.924316,25.2
28.7,25.2,63.7741127,99.38368988,28.84267651,22.48821717,9.05033951,103.8849533,0.887899355,0.39422433,0.0267867,0.205553305,4.928968757,0.011492679,0,0,37.645,127.022,45.716,2.5348,5700.435059,27.2
28.5,23.9,43.95909882,81.97014618,28.04174855,21.61718586,7.888563355,49.81786927,0.210984228,0.242769346,0.167794694,0.225992121,0,0,0,0.00147941,37.5237,126.909,17.2956,0.2223,4438.373535,29.1
33.6,24.2,85.56161499,98.40440369,27.4177555,23.43554043,7.627779384,48.3857578,0.283640961,0.600199418,0.834462977,0.572509499,0,0,0.018994822,0,37.645,127.022,45.716,2.5348,5815.985352,29
30.1,23.3,52.02696228,91.31478119,33.94867313,24.85954651,5.326409896,74.3675348,0.55724222,0.412330355,0.405530909,0.670871469,0.028441898,0,0.352777719,0.313657721,37.5102,127.086,21.9668,0.1332,5793.305176,33.6
30.5,22.5,51.15821457,76.19219971,31.59204119,23.92484058,6.305839529,89.11832118,0.51308779,0.276642333,0.223807143,0.10170373,0,0,0,0,37.4967,126.826,50.9312,0.4125,5807.630859,34.1
25.9,18.4,52.17268753,87.547966,22.41322973,16.88178391,10.56515477,30.37719043,0.304182794,0.20458101,0.727639904,0.879486882,0,0,0.165679475,0.416046057,37.5776,127.058,33.3068,0.2661,4458.824707,25.1
27.5,24,69.53907013,94.75908661,26.29720087,22.36830164,4.61961018,85.64752324,0.879704825,0.683306783,0.378211235,0.102238352,9.902417042,0.0545784,7.753324174,0,37.5776,126.838,12.37,0.0985,4815.746094,28.8
33.5,23.6,49.9044342,95.19590759,33.69210844,25.48844171,4.478935003,127.7637119,0.3323217,0.07251789,0.09361006,0.036097146,0,0,0,0,37.5507,127.135,35.038,0.5055,5314.76709,34.4
27.9,23.5,51.92419434,91.959198,30.1828205,24.51807546,7.342402875,110.1599139,0.25562013,0.049958179,0.066056061,0.074626428,0,0,0,0,37.4697,126.995,82.2912,2.2579,5296.883301,29.6
30.6,24.4,65.36990356,88.55764008,27.92096739,24.46093111,8.246824324,21.71229655,0.226708884,0.626359455,0.69863108,0.713588862,0,0,0,0.30997279,37.5776,127.058,33.3068,0.2661,5627.421875,28.8
27.5,23.8,63.09519577,95.5125351,28.63866658,23.12261829,10.28286405,117.9209412,0.86282714,0.436936735,0.084601164,0.278780194,2.840065312,0.003576244,0,0,37.5507,127.135,35.038,0.5055,5701.980957,26.7
32.9,26.7,51.26779175,89.73630524,34.19232071,25.95323946,6.265402595,55.92431426,0.057386596,0.077160902,0.167437452,0.084983224,0,0,0,0,37.5102,127.042,54.6384,0.1457,5161.604004,34
30.6,24.1,57.92953873,94.05940247,29.66507991,24.0549837,5.541027904,104.585989,0.32228833,0.593446448,0.210722148,0.117573422,0,0,0,0,37.5776,126.838,12.37,0.0985,5168.971191,31.6
26.3,23.7,76.6184082,95.41114807,26.98954488,24.70206667,5.678186466,32.12260772,0.611681927,0.629728192,0.524562316,0.368096202,2.347471895,0.020990464,0,0,37.6046,127.032,44.7624,0.5141,5698.280273,25.8
28.8,21.9,28.56142044,86.31092072,35.27649958,23.46335966,7.524840474,65.04101574,0.171673124,0.257896938,0.045043969,0.191496019,0,0,0,0.031119938,37.4697,126.91,52.518,1.5629,5733.061523,34.2
35,26.2,77.89115143,86.44882202,28.07771837,25.1834301,12.16811858,80.06284428,0.83943901,0.795159681,0.75905875,0.782280203,2.463561296,0.774066259,1.386332696,1.734279325,37.4967,126.927,30.968,0.618,5766.149414,26.8
31.2,23.5,54.00811005,90.56945038,31.92577847,23.81218383,4.872562716,100.6325917,0.167713062,0.152861879,0.564519735,0.660806944,0,0,9.82868131,3.24525547,37.6181,127.099,53.4712,0.697,5451.944824,25.7
