0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
-0.89335,-0.8561120000000001,-1.7582360000000001,0.727648,0.925106,2.092874,1.660711,0.08988099999999999,-2.04909,-0.9211870000000001,-2.195379,0.265827,13.290977,31.455251,68.40387199999999,63.872896999999995,-38.226531,1.025423,0.788787,1.638936,0.344885,1.980461,0.603171,0.48779399999999995,0.8544809999999999,1.014177,0.773329,0.5875600000000001,1.375599,2.444764,1.1446370000000001,1.907029,-0.046870999999999996
0.13108699999999998,-2.218108,-0.035207,2.0427869999999997,-1.342425,0.7763220000000001,-0.967966,-1.444072,-1.7139099999999998,1.143197,1.306231,-1.195924,-49.591195,70.7909,-17.348642,21.379523000000002,-74.362794,1.142723,1.245118,0.951569,1.522676,1.6115,0.48076899999999995,2.033073,0.601721,0.8759889999999999,0.250616,1.601328,0.522429,2.472452,0.754785,1.669081,-0.016817
1.466797,1.945719,-2.280366,-0.25356100000000004,-1.608006,-0.199186,-1.9166889999999999,0.100132,0.590288,1.397281,2.264881,-0.8292510000000001,64.302973,-9.936671,-55.625168,57.799989000000004,44.412781,2.059085,1.286676,1.911325,1.8903290000000001,2.256189,2.0172630000000003,0.38304699999999997,2.118146,1.687756,1.8702509999999999,2.30094,0.393691,1.008697,0.920682,2.156858,-0.002582
-0.43958400000000003,0.9332370000000001,2.088157,-2.216736,-0.538293,0.69312,0.248333,-1.444477,0.898192,2.124488,0.501726,2.050822,55.879503,16.812243,-36.631405,-64.025172,28.929824,2.478253,1.498792,0.7003229999999999,2.0858529999999997,1.173135,1.635723,0.346893,1.984625,0.838515,0.42516400000000004,1.230176,1.812382,1.702502,2.2072830000000003,1.30966,0.061314
1.880624,1.647018,0.8660120000000001,-1.5001209999999998,-1.247524,-1.7139209999999998,0.9658,-1.9771779999999999,1.341227,-2.0628130000000002,-0.652537,-1.457748,-21.311076,24.743985000000002,72.158054,10.416792,25.022368,0.638989,1.7390419999999998,2.074103,1.6945270000000001,0.9213790000000001,0.36178,2.4369959999999997,1.085448,1.622314,2.2304939999999998,2.157105,1.7193630000000002,2.087975,0.8532139999999999,2.222858,-0.021872
-0.41653500000000004,1.9085590000000001,-0.087559,-1.342533,-1.033313,-1.7438650000000002,1.918952,0.23690999999999998,-0.223575,-1.852934,1.922811,-0.8749520000000001,65.279122,46.202589,-23.085907000000002,45.167967,-11.980789,0.458187,0.496964,1.974056,0.9661360000000001,1.095238,1.907668,1.168567,1.3612950000000001,0.528092,0.888224,1.135584,0.513115,1.1725430000000001,0.676167,1.093063,-0.02044
2.33005,1.191042,-0.387445,0.7328859999999999,-0.569499,-0.715555,-0.32340399999999997,-2.0675779999999997,-0.624549,-2.306484,-0.964194,0.698627,-46.013179,56.496039,28.925534000000003,1.447036,20.341317999999998,1.772935,2.462834,1.103487,1.063627,1.622006,1.5525229999999999,1.5001280000000001,0.643468,0.523457,1.7355310000000002,1.566168,1.342256,2.299293,1.973638,0.69121,0.0009
-0.84077,1.635393,-1.31568,-2.1061490000000003,1.418663,-1.217524,-1.732327,-2.071822,-1.275256,-1.28331,0.006520999999999999,1.21783,68.87791800000001,-68.832326,-64.901165,6.124022,26.443046000000002,1.049025,1.4686350000000001,2.356906,0.5190600000000001,2.086319,2.258055,1.8789,1.4179030000000001,2.441817,1.124134,1.574403,2.492633,2.4389529999999997,2.489662,2.005213,-0.008405
-0.836424,-0.7265590000000001,-1.4809999999999999,-0.331973,-0.00235,-1.793708,-1.696782,1.560199,-2.1846229999999998,1.981327,-2.287316,0.756541,36.667606,72.458075,-47.126671,-57.95531,45.113101,0.8633350000000001,1.319468,1.791769,1.766776,2.457177,0.529883,1.737589,2.4140479999999997,2.410198,0.701719,0.782817,0.311869,0.58125,1.0665719999999999,1.621817,0.066867
-1.908457,1.789834,-2.153355,-0.289684,-0.822082,-0.012272,1.083521,2.067561,0.34436500000000003,0.92775,-0.608013,2.293494,-18.892214000000003,28.563181,61.382059,-51.735144,37.439411,1.287722,1.4902799999999998,1.632611,2.0379709999999998,1.928266,0.864384,0.9520430000000001,0.48232200000000003,1.139522,1.4448969999999999,1.632755,2.215611,1.773041,2.001361,0.8751760000000001,0.040798
