39.74233627,83.33006287,6.328142921,41.16129069,0.079040573,0.010551677,0.140373609,0.285769564,0,0,0,0,37.5776,127.083,59.8324,2.6865,5199.567383,26.7
57.8950882,89.69330597,5.397237281,86.64619446,0.218499966,0.583187641,0.226256045,0.199327697,0,0.926354156,0.188130756,0,37.5102,127.086,21.9668,0.1332,5802.83252,22.9
56.14358139,86.53967285,10.13602404,12.66112516,0.403626012,0.30871616,0.071860879,0.02111885,0,0,0,0,37.4967,126.927,30.968,0.618,5232.834961,26.9
87.53526306,98.12563324,11.24773024,40.64060477,0.667373281,0.692810956,0.63632586,0.525665609,0.011935129,0.505122172,0.079492065,0.043291161,37.645,127.022,45.716,2.5348,5807.132324,22.5
63.13708115,87.90442657,5.105398526,79.37083692,0.143323551,0.208655066,0.335620906,0.002340906,0,0,1.239191244,0,37.6181,127.099,53.4712,0.697,4578.495605,20.2
50.63832474,80.53939819,6.419036289,36.48235404,0.414400798,0.373035355,0.470046445,0.5825055,0,0,0.033024156,0.223515928,37.5776,127.083,59.8324,2.6865,5855.550293,22.7
48.59116745,84.16602325,8.710488568,147.6561761,0.40916389,0.299554759,0.322918946,0.482159756,0.065083823,0,0,0.271654487,37.6181,127.099,53.4712,0.697,5404.463867,24.2
53.37891769,85.5439682,9.200904707,60.74892354,0.675050553,0.359093487,0.49219887,0.63345387,0.213169046,0,0.182310283,0.610877544,37.5507,126.937,30.0464,0.8552,4548.87793,18.3
57.09982681,87.10690308,9.667809943,26.20074157,0.404218304,0.299585155,0.092217147,0.017836601,0,0,0,0,37.5507,126.937,30.0464,0.8552,5250.300781,26.2
60.40419769,96.94181061,3.540228218,97.304893,0.406680059,0.351559039,0.384514232,0.559859696,0.006025359,0,0,0,37.6181,127.099,53.4712,0.697,4871.677246,21.3
61.03937912,97.24565125,7.765789618,92.66768427,0.062041857,0.001765323,0.021518707,0.146920106,0.001667661,0,0,0,37.6046,126.991,212.335,2.785,5304.412598,16.5
79.95402527,94.21290588,4.507391572,57.71327913,0.414322171,0.384239884,0.509110999,0.432017715,0,0,0,0,37.645,127.022,45.716,2.5348,5176.915039,23.4
58.68834686,91.72759247,5.522886554,129.2655518,0.126143893,0.114181696,0.166265602,0.060018231,0,0,0,0,37.5507,127.135,35.038,0.5055,5671.518555,24.6
30.54446793,89.51998901,6.049826245,13.13604092,0.17768588,0.098843798,0.001684366,0.001736111,0,0,0,0,37.5776,127.058,33.3068,0.2661,4726.055176,22.4
