0.74,61.1,68,5.82,5.75,3.53,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2805
0.61,62.4,58,5.38,5.42,3.37,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3036
0.8,62.2,57,5.93,5.96,3.7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2657
0.5,63.9,57,5.02,5.06,3.22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1197
0.95,61.5,57,6.28,6.3,3.87,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5983
0.53,63,60,5.11,5.14,3.23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1127
0.85,61.6,54,6.08,6.12,3.76,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4164
1.72,62,57,7.66,7.62,4.74,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8688
1.02,62.8,59,6.34,6.47,4.02,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5598
0.51,59.8,55,5.17,5.23,3.11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1264
0.41,62.6,55,4.8,4.76,2.99,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,876
1.83,62,58,7.84,7.8,4.85,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6313
0.9,63,55,6.12,6.16,3.87,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3388
1.01,63.6,60,6.3,6.35,4.02,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5599
0.42,61.1,56,4.8,4.85,2.95,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,910
0.91,61.8,60,6.18,6.22,3.83,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4313
0.42,62.4,55,4.79,4.8,2.99,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,958
1.51,61.8,56,7.46,7.32,4.57,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12899
0.32,62.1,56,4.39,4.43,2.74,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,758
2.08,62.4,60,8.13,8.15,5.08,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,18128
1.63,62.5,58,7.47,7.55,4.69,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10721
0.31,62.2,54,4.36,4.39,2.72,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,707
0.28,60.1,59,4.26,4.22,2.55,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,828
1.52,60.4,59,7.38,7.48,4.49,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,15959
0.58,59.7,57,5.48,5.51,3.28,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2636
1.01,64,59,6.34,6.31,4.05,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3461
0.92,58.9,57,6.35,6.38,3.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4406
0.3,62.2,58,4.25,4.3,2.66,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,710
0.78,62.3,55,5.88,5.91,3.67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2456
1.19,63.8,55,6.68,6.64,4.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7437
0.41,60.7,58,4.86,4.8,2.93,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1431
1.02,66.2,57,6.34,6.26,4.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3290
1.08,61.4,57,6.67,6.62,4.08,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4476
1.4,60.8,57,7.21,7.23,4.39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,15134
0.71,59.7,63,5.8,5.7,3.43,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1715
0.9,62,63,6.06,6.13,3.78,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3990
0.57,60.4,58,5.4,5.37,3.25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1247
0.26,61.2,57,4.13,4.16,2.53,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,545
0.5,61.6,55,5.14,5.09,3.15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1746
0.85,63.6,56,5.97,6.01,3.81,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3997
0.3,61.9,55,4.32,4.31,2.67,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,776
0.38,62.1,54.5,4.64,4.69,2.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,768
0.35,63.1,56,4.49,4.54,2.85,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,663
0.37,62.3,56,4.61,4.64,2.88,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,681
0.41,59.6,59,4.82,4.85,2.88,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,791
0.53,62.2,56,5.18,5.2,3.23,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2158
0.57,60.6,56.2,5.36,5.4,3.26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2719
1.06,62.5,58,6.5,6.47,4.05,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5549
0.58,61.9,63,5.27,5.33,3.28,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2243
1.01,63.8,56,6.27,6.34,4.02,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6283
0.73,62.2,55,5.74,5.77,3.58,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3183
0.6,61.6,56,5.44,5.47,3.36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2131
0.32,60.5,56,4.42,4.44,2.68,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,645
0.96,62,58,6.3,6.34,3.92,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3945
1.92,62.5,59,7.85,7.92,4.93,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15364
0.72,61.6,55,5.76,5.8,3.56,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3133
0.3,61.8,55,4.34,4.36,2.69,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,795
0.72,61.9,57,5.74,5.79,3.57,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2058
0.44,60.6,58,4.96,4.9,2.99,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1063
0.7,63,61,5.51,5.64,3.51,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2394
1.08,60.4,57,6.68,6.63,4.02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4536
0.55,62.3,57,5.22,5.27,3.27,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1175
0.31,63.1,55,4.33,4.36,2.74,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,544
1.16,62.2,58,6.75,6.68,4.18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4326
1.02,61.4,58,6.47,6.52,3.99,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4766
0.33,63.6,56,4.38,4.42,2.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,625
1.24,62.4,59,6.82,6.86,4.27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7351
1.03,62,59,6.49,6.42,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4974
1.01,64,56,6.22,6.37,4.03,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6771
1.23,62.5,57,6.81,6.86,4.27,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7256
0.39,62.3,57,4.65,4.69,2.91,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,958
2.01,61.7,60,8.06,7.96,4.94,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,18188
0.63,63.3,59.2,5.42,5.44,3.44,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2188
1.93,60.5,60,8.06,7.98,4.85,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17096
1.21,64.6,56,6.67,6.62,4.29,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4879
0.37,61.8,54,4.61,4.64,2.86,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,896
0.51,63.1,59,5.04,5.07,3.19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1436
0.3,62.5,55,4.32,4.25,2.68,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,776
1.04,62.1,56,6.48,6.41,4.01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4316
