0,1,2,3,4,5,6,7,8,9,10,11,12
7.410230795,3.666229122,7.788022949,8.844926781,2.880510255,-0.860545178,-1.063208305,-0.956756772,0.591385853,0.49261547200000005,0.133582295,0.45744683799999997,0.025778195
7.874359726000001,2.000619912,2.389887771,7.395771081,2.91590485,-1.314494682,-0.796998863,-0.804411305,0.156134741,0.640224473,0.45388102700000005,0.053465606,-0.026936302000000002
2.910097656,6.637277717000001,7.912512144,9.719823801,3.35597545,-0.755036635,-1.138716514,-1.4622223019999998,0.814465175,0.129878184,0.43803295,0.416519851,0.004916345
5.689015738999999,6.859196713999999,6.664160309,5.354523716,3.940220273,-1.585013538,-1.8136000469999998,-0.541606689,0.75745425,0.565266618,0.8467422809999999,0.391438788,0.080988482
4.997695047,3.247385017,9.754408507,9.703959971,2.9993417860000005,-1.759760353,-0.717032163,-0.52254927,0.94879388,0.346905032,0.413844936,0.450515968,0.035564447
4.61090788,4.572282071,3.430741805,1.876776139,4.5346517230000005,-1.899786989,-0.796326133,-1.8385386019999999,0.548145542,0.359940494,0.28840102100000004,0.8681839920000001,0.0015391679999999998
6.0644474939999995,4.875042142,1.872183928,4.972552542,3.249526155,-0.9996520529999999,-1.670554532,-0.579319571,0.272261979,0.339267744,0.8272592259999999,0.9418582959999999,0.032801725
8.408385074,5.780641092000001,9.365616956,7.779885757000001,3.3410526380000003,-0.9128375740000001,-1.022782224,-1.40543284,0.964626657,0.12487435300000001,0.30921618300000003,0.124732815,0.035862868
8.313115182,7.060810622999999,7.092926858999999,0.951201517,3.596592771,-0.888147747,-1.720563118,-0.9878819059999999,0.635426073,0.78869533,0.626756933,0.234975032,0.054952903
6.499948268,9.03595417,8.616919057999999,8.701384517000001,4.063271816,-1.3555684030000001,-1.6813923290000001,-1.026311085,0.075885372,0.624681973,0.728241777,0.250153271,0.045489484000000004
2.116205919,5.846025342000001,8.322251072,9.856712944,2.862659327,-0.9892157109999999,-1.145334662,-0.7281089540000001,0.5663213810000001,0.123578624,0.928651838,0.532591922,0.031975622999999995
