0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
300,0.44,0.0,0.21,0.202381,0.8266667,0.0,0.6183206,0.0,0.0152672,0.11486489999999999,0.0,0.9847328000000002,0.3783784,0.055555600000000004,0.5,14999
1344,0.47619049999999996,0.0014880999999999998,0.19866070000000002,0.1505682,0.8861607,0.0,0.7322097,0.0037453000000000005,0.013108600000000002,0.1231527,0.0018727,0.9906367,0.2298851,0.09947639999999999,0.6666667,22300
16513,0.48428509999999997,0.034215499999999996,0.1592685,0.11695630000000001,0.8859081,0.0143523,0.7663313,0.0027151999999999996,0.0239578,0.0479015,0.0321035,0.9469733,0.25973240000000003,0.09032260000000002,0.52,33500
2736,0.48026320000000006,0.0003655,0.11366960000000001,0.09001410000000001,0.877193,0.0,0.7317299,0.0027752,0.0323774,0.031362,0.0009251,0.9851989,0.24014339999999998,0.0375,0.6666667,47900
981,0.4882773,0.0,0.11213050000000001,0.07569719999999999,0.9031600000000001,0.0,0.7621777,0.0028653000000000003,0.025788,0.022409000000000002,0.0,0.9942693000000001,0.1792717,0.1410256,0.25,39100
300,0.47333329999999996,0.0,0.15333329999999998,0.17721520000000002,0.8833333000000001,0.0,0.7207207,0.009009,0.027027,0.0826446,0.0,1.0,0.16528929999999997,0.2105263,0.0,18400
1035,0.4917874,0.0,0.1468599,0.0760456,0.9149758,0.0,0.7859008000000001,0.0,0.0130548,0.027918799999999997,0.0,1.0,0.10913710000000001,0.050847500000000004,0.25,35300
742,0.5053907999999999,0.1051213,0.23719679999999999,0.1852861,0.8557950999999999,0.0229111,0.7,0.0,0.021428599999999996,0.22437670000000004,0.08571430000000001,0.8107143,0.3573407,0.1333333,0.8,14999
5761,0.4863739,0.0088526,0.09946189999999999,0.0932748,0.8738065999999999,0.015101499999999999,0.7512124,0.0019399,0.0514064,0.0278171,0.0077595,0.9912706,0.2281942,0.0628571,0.2105263,141700
366,0.46448090000000003,0.11475410000000001,0.1693989,0.14285710000000001,0.8825136999999998,0.008196700000000001,0.7394366,0.0,0.0211268,0.0718954,0.1126761,0.9929576999999999,0.3137255,0.047619,1.0,34900
908,0.4713656,0.0011013,0.2312775,0.15833329999999998,0.8248899,0.0,0.6339066,0.002457,0.024569999999999998,0.1035242,0.002457,0.9926290000000001,0.3193833,0.06918239999999999,0.6666667,26900
1772,0.467833,0.055869100000000005,0.1433409,0.09968189999999999,0.8837472,0.0,0.7303029999999999,0.0030303,0.0287879,0.030837,0.0484848,0.9484848,0.3098385,0.09433960000000001,1.0,126200
249,0.4939759,0.0,0.18473900000000001,0.1111111,0.8795181000000001,0.0,0.755102,0.0,0.0408163,0.0392157,0.0,1.0,0.15686270000000002,0.1666667,0.0,26400
1924,0.464657,0.0036383,0.1772349,0.12524269999999998,0.8154885999999999,0.0462578,0.6970546999999999,0.008415100000000002,0.044880800000000005,0.0655308,0.0014025,0.9859747999999999,0.3158585,0.0811808,0.6363635999999999,31100
14290,0.503429,0.016655,0.0626312,0.0393179,0.8411476999999999,0.0009797,0.6967017,0.006265,0.0925005,0.0812595,0.015846700000000002,0.9813893,0.3934315,0.056619100000000006,0.19354839999999998,106100
9759,0.4497387,0.4089558,0.1398709,0.12216010000000001,0.8814428,0.0062506,0.7324294,0.0033204000000000003,0.029607099999999997,0.0811086,0.365523,0.9919757,0.4510552,0.1351631,0.3666667,37600
15132,0.47072429999999993,0.0171821,0.16461800000000001,0.12236230000000001,0.8257996,0.020288099999999996,0.6615613,0.0055994999999999994,0.0363966,0.045883099999999996,0.014163399999999998,0.8825758,0.31536770000000003,0.0640585,0.5102041,33500
1066,0.4971857,0.0009381,0.05347090000000001,0.0391791,0.8930582,0.0,0.7465565,0.005509600000000001,0.052341599999999995,0.0739796,0.0,0.4325069,0.4209184,0.14634149999999999,0.25,81300
9230,0.4460455,0.012567700000000001,0.172481,0.14081749999999998,0.5858072,0.2177681,0.5776854,0.006393899999999999,0.081202,0.0526953,0.0035165999999999995,0.9980818000000001,0.35402790000000006,0.0800915,0.47826090000000004,31500
2780,0.47122299999999995,0.0010791,0.1705036,0.1292517,0.847482,0.0064748,0.690455,0.0035681999999999997,0.0454951,0.035283999999999996,0.0008921,0.9973238000000001,0.24526679999999998,0.028125,0.3333333,39300
1663,0.4954901,0.026458199999999998,0.0330728,0.0357569,0.9639206,0.0,0.8914286,0.0,0.0057143,0.025974,0.0285714,1.0,0.1057514,0.0909091,0.6666667,44300
303,0.4818482,0.11221120000000001,0.2343234,0.1528662,0.8778878000000001,0.0,0.7440000000000001,0.0,0.04,0.0530303,0.11199999999999999,1.0,0.1060606,0.0333333,0.0,78300
219,0.5205479000000001,0.0,0.26940640000000005,0.152381,0.826484,0.0,0.6428571,0.0,0.030612200000000003,0.2461538,0.0,1.0,0.2307692,0.0588235,0.75,15100
1659,0.5069319,0.0072333,0.0880048,0.096577,0.9318867000000001,0.0,0.8230912,0.0037244,0.0167598,0.07890219999999999,0.009311,0.9068901,0.2830189,0.2211538,0.6666667,36100
847,0.46753249999999996,0.0047226,0.2821724,0.2749446,0.7012986999999999,0.0861865,0.5585106,0.0,0.0345745,0.10476189999999999,0.0,0.9707447,0.5047619000000001,0.06289310000000001,0.5714286,35300
15997,0.46052380000000004,0.0036882,0.7372632,0.16222479999999997,0.8672876,0.0047509,0.7777904999999999,0.0,0.0121476,0.1582907,0.0035525999999999995,0.9981664000000001,0.2018906,0.0,0.38197420000000004,86700
373,0.4745308,0.0,0.1796247,0.0969388,0.9034853,0.0,0.7666666999999999,0.0,0.0066667,0.0,0.0,1.0,0.0066667,0.0,0.0,92900
297,0.5016835,0.0,0.13468010000000002,0.12162160000000001,0.9057238999999999,0.0,0.77,0.01,0.03,0.0825688,0.0,0.97,0.15596329999999997,0.3809524,0.5,20300
1490,0.4785235,0.1657718,0.1409396,0.1518662,0.8456376,0.0,0.6713781,0.005300399999999999,0.0600707,0.115625,0.1501767,0.9840989,0.46875,0.11875,0.7777778000000001,21800
452,0.420354,0.4911504,0.3053097,0.26335879999999995,0.7123894000000001,0.18584070000000003,0.6928571,0.0,0.021428599999999996,0.07894739999999999,0.4357143,0.9714286,0.3618421,0.17777779999999999,0.0,14999
17152,0.451959,0.0121269,0.13240439999999998,0.10808510000000002,0.5518307,0.1917561,0.5104995,0.0015907999999999999,0.1344257,0.09253650000000001,0.0116131,0.9920458000000001,0.47119970000000005,0.0411392,0.6441718000000001,28200
671,0.4783905,0.0014903,0.1698957,0.1314286,0.8494784,0.0,0.6751825,0.0036496000000000002,0.040146,0.03521130000000001,0.0,0.9927007,0.21830990000000003,0.05747130000000001,0.3333333,57400
145,0.4482759,0.0,0.2689655,0.1625,0.8206896999999999,0.0,0.7118644000000001,0.0338983,0.050847500000000004,0.078125,0.0,0.9830508,0.296875,0.14285710000000001,1.0,21000
1298,0.4938367,0.0,0.14021570000000003,0.0821918,0.9283513000000001,0.0,0.7843137,0.0,0.012254899999999999,0.1517672,0.0,0.9950979999999999,0.1621622,0.2321429,0.6363635999999999,37400
123,0.4471545,0.0731707,0.2520325,0.1470588,0.8780488000000001,0.0,0.7115385000000001,0.0,0.0,0.16129029999999997,0.0576923,1.0,0.2419355,0.125,0.0,17500
684,0.42690059999999996,0.0,0.49561400000000005,0.3316327,0.6783626,0.09795319999999999,0.5507692,0.0,0.0215385,0.1192412,0.0,1.0,0.2737127,0.016128999999999998,0.8181818000000001,14999
4292,0.47041009999999994,0.0135135,0.1824324,0.14254289999999997,0.7924045,0.0,0.5802537,0.0027579,0.053502499999999995,0.0432718,0.019305000000000003,0.9917264000000001,0.3514512,0.0590452,0.5,71500
31384,0.4899312,0.0448955,0.07997710000000001,0.06777860000000001,0.9046966999999999,0.0159317,0.7829337,0.0029066999999999995,0.031142900000000005,0.0537328,0.05148969999999999,0.460708,0.5164047,0.21587929999999997,0.34951459999999995,63600
450,0.44888890000000004,0.0,0.22,0.1451613,0.9,0.0,0.7624309,0.0,0.0110497,0.0163043,0.0,1.0,0.1413043,0.04,0.0,31600
50,0.44,0.0,0.28,0.07142860000000001,0.9,0.0,0.75,0.0,0.0,0.25925929999999997,0.0,1.0,0.18518520000000002,0.6666667,1.0,14999
43,0.44186049999999993,0.0,0.23255810000000002,0.2083333,0.744186,0.0,0.5263158,0.0,0.1052632,0.4242424,0.0,1.0,0.48484849999999996,0.0,1.0,14999
2925,0.48581199999999997,0.0017094,0.13641029999999998,0.08976060000000001,0.8618803,0.0,0.7217538,0.0042159,0.0539629,0.1298606,0.0008432,0.9620573,0.352898,0.0931174,0.5,107900
92,0.5,0.9130434999999999,0.173913,0.173913,0.8586957000000001,0.0,0.6486486,0.0,0.0,0.11904760000000002,0.9189189,1.0,0.5,0.1,0.0,14999
331,0.5045317,0.0,0.1661631,0.1768293,0.8640483,0.0,0.7014925,0.007462699999999999,0.0298507,0.10666669999999999,0.0,0.9701493,0.1733333,0.0,1.0,29000
4642,0.4903059,0.0077553,0.1318397,0.08579880000000001,0.8944421,0.0062473,0.7790023,0.0023201999999999997,0.038283099999999994,0.0320045,0.0058005,0.9918794,0.24199890000000002,0.0784314,0.2941176,28800
400,0.515,0.01,0.1775,0.10309280000000001,0.805,0.055,0.6809816,0.006135,0.018404900000000002,0.6561180999999999,0.0,1.0,0.4599156,0.02,0.0,48000
25084,0.49079090000000003,0.013873400000000001,0.12135230000000001,0.10459560000000001,0.8174135,0.0027508000000000003,0.6395821,0.0058835,0.0751674,0.0341922,0.011665700000000001,0.9863055000000001,0.2541393,0.07909780000000001,0.4,32000
412,0.5145630999999999,0.0,0.12135919999999999,0.09,0.9126214,0.0,0.807947,0.0,0.0397351,0.044303800000000004,0.0,0.9867549999999999,0.3860759,0.1111111,0.0,20700
291,0.532646,0.0446735,0.0687285,0.0588235,0.9278351,0.0,0.8217822,0.009901,0.009901,0.047169800000000005,0.039604,0.9603959999999999,0.38679250000000004,0.0652174,0.0,30300
593,0.49578409999999995,0.0016863,0.1399663,0.1036789,0.8768971,0.0,0.7272727,0.008657999999999999,0.025974,0.11832060000000001,0.0,1.0,0.38167940000000006,0.2040816,0.6666667,20400
557,0.4847397,0.1095153,0.1490126,0.0836237,0.8976661,0.0,0.7658537,0.0,0.0195122,0.0807175,0.097561,0.9902439000000001,0.3049327,0.15384620000000002,0.6,28600
2965,0.5136594,0.0128162,0.0809444,0.0755895,0.808769,0.0286678,0.6675191999999999,0.0085251,0.060528599999999995,0.0843091,0.0076726,0.9224210999999999,0.4629196,0.0712329,0.4,45300
684,0.4634503,0.002924,0.27339179999999996,0.2288828,0.7616959,0.0730994,0.6060606,0.0037879,0.0227273,0.08013939999999999,0.0,1.0,0.2682927,0.0526316,0.7777778000000001,18900
5382,0.4804905,0.0022297,0.2439614,0.0972818,0.8290598,0.0009289999999999999,0.6932104,0.0067058000000000005,0.0624476,0.2255761,0.0025147,0.9480301999999999,0.3683869,0.08217050000000001,0.3934426,209600
7589,0.4845170999999999,0.1097641,0.10910530000000002,0.083589,0.8904994,0.0003953,0.7487047,0.0029608,0.046632099999999996,0.036376599999999995,0.08808289999999999,0.8904515,0.34914409999999996,0.1321138,0.1,136500
6109,0.5139957,0.1314454,0.0757898,0.0747727,0.8697004,0.0114585,0.7530682,0.0044183,0.0711831,0.0889982,0.1070201,0.8124693000000001,0.4235242,0.18831170000000003,0.3333333,55200
7510,0.7420772,0.0993342,0.10239680000000001,0.1275168,0.3762983,0.5631158,0.7102446,0.0084098,0.0466361,0.3896407,0.0336391,0.7278286999999999,0.5622958,0.1204819,0.6285714,36300
6405,0.4766589,0.08727560000000001,0.1925059,0.1288783,0.8808743,0.042623,0.8220773000000001,0.00046580000000000005,0.0353982,0.0385132,0.08383789999999999,0.9683279,0.1141961,0.14285710000000001,0.6153846,247800
1664,0.5084135000000001,0.0,0.1015625,0.0635697,0.9134614999999999,0.0,0.7975985999999999,0.008576299999999999,0.030874799999999997,0.24677,0.0,0.9914236999999999,0.4444444,0.1170213,0.7692308000000001,21900
12354,0.46033670000000004,0.0020236,0.22462359999999998,0.1649918,0.7901085,0.0414441,0.6421437,0.0038417,0.0330388,0.0589299,0.0011525,0.9936611999999999,0.321222,0.0654258,0.5,26800
3784,0.4899577,0.0216702,0.09170189999999999,0.0632124,0.8776427,0.0,0.7469708,0.0014255000000000001,0.06201,0.0324138,0.0199572,0.9885959000000001,0.25586210000000004,0.0296443,0.6666667,98100
130,0.4923077,0.0,0.2307692,0.1363636,0.9,0.0,0.7450979999999999,0.0,0.0,0.22727270000000002,0.0,1.0,0.3333333,0.2857143,1.0,14999
